"Kernel
ID","Creation Time
(μs)","Lifetime
(μs)","Kernel Name","Program
ID","Count","Device
%","Device Time
(μs)","Min
(μs)","Avg
(μs)","Max
(μs)","#
Arguments","#
WorkGroup Infos","Context
ID","Process
ID"
"1","29,421.904","67,628.179","spinFact","1","1","0,06","61.310","61.310","61.310","61.310","2","1","1","2608"
"2","29,429.787","67,617.438","transpose","1","2","1,31","1,269.760","630.896","634.880","638.864","3","1","1","2608"
"3","29,437.797","67,606.282","highPassFilter","1","1","0,5","485.332","485.332","485.332","485.332","3","1","1","2608"
"4","29,791.497","66,531.277","bitReverse","1","1","1,67","1,621.048","1,621.048","1,621.048","1,621.048","4","1","1","2608"
"5","29,800.257","67,340.643","butterfly","1","9","4,52","4,387.829","471.285","487.536","504.180","6","1","1","2608"
"6","29,806.857","410.782","norm","1","0","0","0.000","0.000","0.000","0.000","2","1","1","2608"
"7","30,245.723","66,253.099","bitReverse","1","1","1,66","1,612.696","1,612.696","1,612.696","1,612.696","4","1","1","2608"
"8","30,254.419","66,886.481","butterfly","1","9","4,56","4,425.460","472.820","491.717","505.940","6","1","1","2608"
"9","30,261.458","262.477","norm","1","0","0","0.000","0.000","0.000","0.000","2","1","1","2608"
"10","30,548.183","66,123.416","bitReverse","1","1","1,67","1,624.600","1,624.600","1,624.600","1,624.600","4","1","1","2608"
"11","30,556.643","66,584.257","butterfly","1","9","4,53","4,405.043","474.452","489.449","521.267","6","1","1","2608"
"12","30,562.658","66,578.242","norm","1","1","0,62","606.321","606.321","606.321","606.321","2","1","1","2608"
"13","30,821.592","66,035.760","bitReverse","1","1","1,66","1,616.153","1,616.153","1,616.153","1,616.153","4","1","1","2608"
"14","30,830.959","66,309.941","butterfly","1","9","4,54","4,407.059","469.205","489.673","505.619","6","1","1","2608"
"15","30,837.690","66,303.210","norm","1","1","0,5","481.204","481.204","481.204","481.204","2","1","1","2608"
