"Kernel
ID","Creation Time
(μs)","Lifetime
(μs)","Kernel Name","Program
ID","Count","Device
%","Device Time
(μs)","Min
(μs)","Avg
(μs)","Max
(μs)","#
Arguments","#
WorkGroup Infos","Context
ID","Process
ID"
"1","83,216.028","138,333.878","spinFact","1","1","0.01","22.080","22.080","22.080","22.080","2","1","1","1468"
"2","83,224.323","138,322.325","transpose","1","2","2.71","6,006.135","2,998.299","3,003.067","3,007.836","3","1","1","1468"
"3","83,231.406","138,312.223","highPassFilter","1","1","0.48","1,071.935","1,071.935","1,071.935","1,071.935","3","1","1","1468"
"4","84,562.675","136,285.063","bitReverse","1","1","1.18","2,605.693","2,605.693","2,605.693","2,605.693","4","1","1","1468"
"5","84,571.589","137,074.329","butterfly","1","9","8.16","18,092.967","1,317.406","2,010.329","3,135.739","6","1","1","1468"
"6","84,578.118","1,712.130","norm","1","0","0","0.000","0.000","0.000","0.000","2","1","1","1468"
"7","86,318.463","134,700.537","bitReverse","1","1","1.17","2,601.789","2,601.789","2,601.789","2,601.789","4","1","1","1468"
"8","86,326.971","135,318.947","butterfly","1","9","8.13","18,027.591","1,271.902","2,003.065","3,144.156","6","1","1","1468"
"9","86,332.878","189.637","norm","1","0","0","0.000","0.000","0.000","0.000","2","1","1","1468"
"10","86,547.569","134,637.522","bitReverse","1","1","1.17","2,599.324","2,599.324","2,599.324","2,599.324","4","1","1","1468"
"11","86,555.553","135,090.365","butterfly","1","9","8.16","18,093.319","1,316.318","2,010.368","3,098.460","6","1","1","1468"
"12","86,561.298","135,084.620","norm","1","1","0.48","1,069.823","1,069.823","1,069.823","1,069.823","2","1","1","1468"
"13","86,847.989","134,516.101","bitReverse","1","1","1.17","2,603.356","2,603.356","2,603.356","2,603.356","4","1","1","1468"
"14","86,856.235","134,789.683","butterfly","1","9","8.16","18,092.039","1,316.670","2,010.226","3,144.156","6","1","1","1468"
"15","86,864.279","134,781.639","norm","1","1","0.48","1,069.983","1,069.983","1,069.983","1,069.983","2","1","1","1468"
