"Kernel
ID","Creation Time
(μs)","Lifetime
(μs)","Kernel Name","Program
ID","Count","Device
%","Device Time
(μs)","Min
(μs)","Avg
(μs)","Max
(μs)","#
Arguments","#
WorkGroup Infos","Context
ID","Process
ID"
"1","81,295.646","136,192.373","spinFact","1","1","0.01","21.952","21.952","21.952","21.952","2","1","1","3616"
"2","81,304.144","136,180.939","transpose","1","2","2.75","5,992.693","2,991.098","2,996.346","3,001.595","3","1","1","3616"
"3","81,311.134","136,170.716","highPassFilter","1","1","0.49","1,073.758","1,073.758","1,073.758","1,073.758","3","1","1","3616"
"4","82,671.518","134,083.252","bitReverse","1","1","1.2","2,605.947","2,605.947","2,605.947","2,605.947","4","1","1","3616"
"5","82,680.229","134,904.926","butterfly","1","9","8.31","18,089.213","1,314.718","2,009.912","3,149.178","6","1","1","3616"
"6","82,686.600","1,723.075","norm","1","0","0","0.000","0.000","0.000","0.000","2","1","1","3616"
"7","84,438.618","132,494.480","bitReverse","1","1","1.16","2,528.955","2,528.955","2,528.955","2,528.955","4","1","1","3616"
"8","84,447.048","133,138.107","butterfly","1","9","8.31","18,089.342","1,317.086","2,009.926","3,138.010","6","1","1","3616"
"9","84,452.864","190.459","norm","1","0","0","0.000","0.000","0.000","0.000","2","1","1","3616"
"10","84,668.305","132,439.468","bitReverse","1","1","1.2","2,608.666","2,608.666","2,608.666","2,608.666","4","1","1","3616"
"11","84,676.311","132,908.844","butterfly","1","9","8.31","18,087.647","1,315.966","2,009.738","3,104.858","6","1","1","3616"
"12","84,681.993","132,903.162","norm","1","1","0.49","1,069.309","1,069.309","1,069.309","1,069.309","2","1","1","3616"
"13","84,972.276","132,323.128","bitReverse","1","1","1.19","2,598.811","2,598.811","2,598.811","2,598.811","4","1","1","3616"
"14","84,980.448","132,604.707","butterfly","1","9","8.31","18,071.899","1,315.485","2,007.988","3,140.410","6","1","1","3616"
"15","84,988.435","132,596.720","norm","1","1","0.49","1,069.630","1,069.630","1,069.630","1,069.630","2","1","1","3616"
