"Kernel
ID","Creation Time
(μs)","Lifetime
(μs)","Kernel Name","Program
ID","Count","Device
%","Device Time
(μs)","Min
(μs)","Avg
(μs)","Max
(μs)","#
Arguments","#
WorkGroup Infos","Context
ID","Process
ID"
"1","85,376.480","560,460.986","spinFact","1","1","0","23.135","23.135","23.135","23.135","2","1","1","904"
"2","85,384.554","560,450.081","transpose","1","2","4.44","28,665.923","14,331.778","14,332.961","14,334.145","3","1","1","904"
"3","85,391.536","560,439.792","highPassFilter","1","1","0.66","4,289.869","4,289.869","4,289.869","4,289.869","3","1","1","904"
"4","86,780.334","558,273.405","bitReverse","1","1","1.6","10,317.011","10,317.011","10,317.011","10,317.011","4","1","1","904"
"5","86,789.060","559,143.184","butterfly","1","10","12.61","81,438.496","5,221.802","8,143.849","12,606.377","6","1","1","904"
"6","86,795.686","1,720.800","norm","1","0","0","0.000","0.000","0.000","0.000","2","1","1","904"
"7","88,544.690","556,700.306","bitReverse","1","1","1.6","10,364.691","10,364.691","10,364.691","10,364.691","4","1","1","904"
"8","88,553.338","557,378.906","butterfly","1","10","12.6","81,407.966","5,273.641","8,140.796","12,580.681","6","1","1","904"
"9","88,559.769","208.222","norm","1","0","0","0.000","0.000","0.000","0.000","2","1","1","904"
"10","88,791.991","556,639.755","bitReverse","1","1","1.59","10,292.564","10,292.564","10,292.564","10,292.564","4","1","1","904"
"11","88,800.125","557,132.119","butterfly","1","10","12.62","81,518.301","5,270.825","8,151.830","12,620.457","6","1","1","904"
"12","88,806.001","557,126.243","norm","1","1","0.66","4,282.221","4,282.221","4,282.221","4,282.221","2","1","1","904"
"13","89,111.203","556,520.542","bitReverse","1","1","1.59","10,295.347","10,295.347","10,295.347","10,295.347","4","1","1","904"
"14","89,119.104","556,813.140","butterfly","1","10","12.91","83,366.037","5,282.346","8,336.603","12,996.071","6","1","1","904"
"15","89,124.928","556,807.316","norm","1","1","0.67","4,333.741","4,333.741","4,333.741","4,333.741","2","1","1","904"
