"Kernel
ID","Creation Time
(μs)","Lifetime
(μs)","Kernel Name","Program
ID","Count","Device
%","Device Time
(μs)","Min
(μs)","Avg
(μs)","Max
(μs)","#
Arguments","#
WorkGroup Infos","Context
ID","Process
ID"
"1","77,631.176","2,253,446.697","sobel_kernel","1","1","92.12","2,153,278.622","2,153,278.622","2,153,278.622","2,153,278.622","3","1","1","3556"
