"Command
ID","Type","Latency
(μs)","Start Time
(μs)","Run Time
(μs)","Size
(bytes)","Rate
(MB/s)","Source
ID","Destination
ID","Blocking","API
Call ID","Context
ID","Queue
ID","Process
ID"
"1","CL_COMMAND_WRITE_BUFFER","580.530","34,083.505","210.522","524288","2375.0","0","1","True","8","1","2","3304"
"44","CL_COMMAND_READ_BUFFER","5,656.856","65,120.777","301.113","524288","1660.5","1","0","True","166","1","2","3304"
