"Command
ID","Type","Latency
(μs)","Start Time
(μs)","Run Time
(μs)","Size
(bytes)","Rate
(MB/s)","Source
ID","Destination
ID","Blocking","API
Call ID","Context
ID","Queue
ID","Process
ID"
"1","CL_COMMAND_WRITE_BUFFER","1,380.851","26,602.991","19,807.284","33554432","1615.6","0","1","True","8","1","2","3732"
"56","CL_COMMAND_READ_BUFFER","542,747.992","592,344.082","25,883.947","33554432","1236.3","1","0","True","190","1","2","3732"
