"Kernel
ID","Creation Time
(μs)","Lifetime
(μs)","Kernel Name","Program
ID","Count","Device
%","Device Time
(μs)","Min
(μs)","Avg
(μs)","Max
(μs)","#
Arguments","#
WorkGroup Infos","Context
ID","Process
ID"
"1","47,623.268","1,125,459.435","spinFact","1","1","0,02","188.537","188.537","188.537","188.537","2","1","1","3732"
"2","47,631.060","1,125,448.800","transpose","1","2","1,88","22,005.356","10,997.654","11,002.678","11,007.702","3","1","1","3732"
"3","47,639.678","1,125,436.897","highPassFilter","1","1","0,63","7,410.380","7,410.380","7,410.380","7,410.380","3","1","1","3732"
"4","48,009.404","1,124,221.355","bitReverse","1","1","3,35","39,296.498","39,296.498","39,296.498","39,296.498","4","1","1","3732"
"5","48,018.798","1,125,520.182","butterfly","1","11","7,19","84,358.759","7,482.058","7,668.978","8,024.152","6","1","1","3732"
"6","48,025.267","562.091","norm","1","0","0","0.000","0.000","0.000","0.000","2","1","1","3732"
"7","48,619.878","1,123,817.502","bitReverse","1","1","3,35","39,328.241","39,328.241","39,328.241","39,328.241","4","1","1","3732"
"8","48,628.758","1,124,910.222","butterfly","1","11","7,18","84,266.348","7,481.098","7,660.577","7,978.170","6","1","1","3732"
"9","48,636.082","278.227","norm","1","0","0","0.000","0.000","0.000","0.000","2","1","1","3732"
"10","48,941.208","1,123,698.770","bitReverse","1","1","3,38","39,640.039","39,640.039","39,640.039","39,640.039","4","1","1","3732"
"11","48,949.930","1,124,589.050","butterfly","1","11","7,24","85,005.650","7,546.440","7,727.786","8,029.335","6","1","1","3732"
"12","48,956.084","1,124,582.896","norm","1","1","0,82","9,676.002","9,676.002","9,676.002","9,676.002","2","1","1","3732"
"13","49,264.784","1,123,599.245","bitReverse","1","1","3,38","39,694.181","39,694.181","39,694.181","39,694.181","4","1","1","3732"
"14","49,273.180","1,124,265.800","butterfly","1","11","7,24","85,005.651","7,567.495","7,727.786","7,951.483","6","1","1","3732"
"15","49,279.338","1,124,259.642","norm","1","1","0,64","7,528.552","7,528.552","7,528.552","7,528.552","2","1","1","3732"
