"Kernel
ID","Creation Time
(μs)","Lifetime
(μs)","Kernel Name","Program
ID","Count","Device
%","Device Time
(μs)","Min
(μs)","Avg
(μs)","Max
(μs)","#
Arguments","#
WorkGroup Infos","Context
ID","Process
ID"
"1","46,395.133","1,119,218.944","spinFact","1","1","0,02","176.698","176.698","176.698","176.698","2","1","1","4048"
"2","46,402.495","1,119,208.751","transpose","1","2","1,89","22,001.036","10,994.966","11,000.518","11,006.070","3","1","1","4048"
"3","46,410.880","1,119,196.995","highPassFilter","1","1","0,64","7,406.765","7,406.765","7,406.765","7,406.765","3","1","1","4048"
"4","46,798.273","1,117,981.302","bitReverse","1","1","3,37","39,299.538","39,299.538","39,299.538","39,299.538","4","1","1","4048"
"5","46,807.330","1,119,256.728","butterfly","1","11","7,23","84,337.223","7,496.905","7,667.020","7,953.146","6","1","1","4048"
"6","46,813.828","529.009","norm","1","0","0","0.000","0.000","0.000","0.000","2","1","1","4048"
"7","47,373.366","1,117,609.939","bitReverse","1","1","3,37","39,311.346","39,311.346","39,311.346","39,311.346","4","1","1","4048"
"8","47,382.002","1,118,682.056","butterfly","1","11","7,23","84,257.579","7,471.626","7,659.779","7,949.114","6","1","1","4048"
"9","47,389.525","285.997","norm","1","0","0","0.000","0.000","0.000","0.000","2","1","1","4048"
"10","47,703.895","1,117,478.362","bitReverse","1","1","3,4","39,664.294","39,664.294","39,664.294","39,664.294","4","1","1","4048"
"11","47,712.238","1,118,351.820","butterfly","1","11","7,29","84,993.361","7,564.103","7,726.669","8,029.656","6","1","1","4048"
"12","47,718.471","1,118,345.587","norm","1","1","0,83","9,686.209","9,686.209","9,686.209","9,686.209","2","1","1","4048"
"13","48,030.467","1,117,370.914","bitReverse","1","1","3,4","39,588.200","39,588.200","39,588.200","39,588.200","4","1","1","4048"
"14","48,038.492","1,118,025.566","butterfly","1","11","7,29","85,010.354","7,570.887","7,728.214","8,059.383","6","1","1","4048"
"15","48,044.807","1,118,019.251","norm","1","1","0,65","7,528.072","7,528.072","7,528.072","7,528.072","2","1","1","4048"
