"Kernel
ID","Creation Time
(μs)","Lifetime
(μs)","Kernel Name","Program
ID","Count","Device
%","Device Time
(μs)","Min
(μs)","Avg
(μs)","Max
(μs)","#
Arguments","#
WorkGroup Infos","Context
ID","Process
ID"
"1","64,295.812","145,685.940","sobel_kernel","1","1","61.52","133,253.444","133,253.444","133,253.444","133,253.444","3","1","1","3912"
