"Kernel
ID","Creation Time
(μs)","Lifetime
(μs)","Kernel Name","Program
ID","Count","Device
%","Device Time
(μs)","Min
(μs)","Avg
(μs)","Max
(μs)","#
Arguments","#
WorkGroup Infos","Context
ID","Process
ID"
"1","22,842.514","37,684.841","sobel_kernel","1","1","41.92","27,586.193","27,586.193","27,586.193","27,586.193","3","1","1","3984"
